"","country","happiness","gdpPerPerson","lifeExpect","socialSupport","freedom","generosity","corruption"
"1","Afghanistan",3.63151884078979,1741.6875,52.0133285522461,0.525074541568756,0.445294231176376,0.179053544998169,0.879704535007477
"2","Albania",4.58603954315186,11363.095703125,68.8715515136719,0.639576375484467,0.726340234279633,0.259975373744965,0.88677841424942
"3","Algeria",5.29463768005371,13914.7236328125,65.6048583984375,0.776976704597473,0.439177334308624,0.128987744450569,0.698342978954315
"4","Angola",3.79483795166016,6260.1328125,52.4607086181641,0.765275478363037,0.374172747135162,0.106828570365906,0.833540439605713
"5","Argentina",6.38795757293701,18807.310546875,67.3984832763672,0.905564665794373,0.85338968038559,0.16317380964756,0.847881674766541
"6","Armenia",4.32056522369385,8257.7041015625,64.9624786376953,0.710184693336487,0.592957973480225,0.12258356064558,0.895624935626984
"7","Australia",7.2720513343811,44374.46484375,72.6502990722656,0.948141157627106,0.918003737926483,0.694878876209259,0.388529062271118
"8","Austria",7.13936233520508,44574.48828125,72.0495681762695,0.920177042484283,0.89337158203125,0.509860396385193,0.533494234085083
"9","Azerbaijan",5.20059490203857,16086.6533203125,62.9697494506836,0.779933214187622,0.735739469528198,0.10410862416029,0.620859324932098
"10","Bahrain",6.10506868362427,44064.6328125,65.9767913818359,0.86359828710556,0.874140799045563,0.510673224925995,NA
"11","Bangladesh",4.50039052963257,3316.3681640625,62.2035598754883,0.652717888355255,0.861735761165619,0.170758500695229,0.681194186210632
"12","Belarus",5.48332643508911,16867.72265625,66.0305099487305,0.917586326599121,0.632646799087524,0.21748723089695,0.661701798439026
"13","Belgium",6.9268856048584,42093.7890625,72.1429290771484,0.911503732204437,0.864310026168823,0.421579718589783,0.502901017665863
"14","Belize",5.95564651489258,8005.48828125,58.9239082336426,0.755414307117462,0.872770309448242,0.286091297864914,0.783099353313446
"15","Benin",4.14136409759521,2018.91076660156,51.5617980957031,0.457777112722397,0.744072258472443,0.149063423275948,0.823281526565552
"16","Bhutan",5.08212852478027,7743.33642578125,60.567943572998,0.850920915603638,0.829656422138214,0.563592195510864,0.63132780790329
"17","Bolivia",5.75188970565796,6695.91357421875,59.9957885742188,0.805337011814117,0.88369345664978,0.209027826786041,0.847298145294189
"18","Bosnia and Herzegovina",5.12935400009155,11331.572265625,67.8382720947266,0.74608314037323,0.609956622123718,0.363586843013763,0.94665253162384
"19","Botswana",3.58982872962952,15706.6357421875,57.1057052612305,0.785132467746735,0.842526435852051,0.119786821305752,0.776348769664764
"20","Brazil",6.41889047622681,14232.861328125,65.2441329956055,0.908001840114594,0.789254188537598,0.217360466718674,0.784572958946228
"21","Bulgaria",4.93312454223633,17737.591796875,66.4154891967773,0.924724042415619,0.675944566726685,0.162422731518745,0.929407775402069
"22","Burkina Faso",4.42439126968384,1643.07702636719,51.9911003112793,0.753720283508301,0.636307597160339,0.152457877993584,0.710499942302704
"23","Burundi",2.90453505516052,803.172912597656,48.5685577392578,0.561732590198517,0.428722262382507,0.0543934032320976,0.806447207927704
"24","Cambodia",4.43258810043335,3494.95483398438,58.3711280822754,0.750254333019257,0.959941327571869,0.336479425430298,0.82680344581604
"25","Cameroon",4.9753270149231,3341.21240234375,49.735164642334,0.669572830200195,0.755737602710724,0.22044625878334,0.866538763046265
"26","Canada",7.32852840423584,43035.546875,72.190803527832,0.931540191173553,0.923505961894989,0.625681042671204,0.409655749797821
"27","Central African Republic",3.0829975605011,647.880493164062,44.3124198913574,0.305565357208252,0.630962014198303,0.167455777525902,0.875871241092682
"28","Chad",4.30058717727661,1893.4619140625,45.65771484375,0.67619252204895,0.533072292804718,0.171422481536865,0.835992634296417
"29","Chile",6.47618913650513,22704.431640625,69.4377136230469,0.849452078342438,0.736905336380005,0.387090563774109,0.834768056869507
"30","China",5.24579811096191,14390.103515625,69.1553039550781,0.772204279899597,0.876166462898254,0.0917000398039818,NA
"31","Colombia",6.26008176803589,13115.001953125,63.9825706481934,0.893501877784729,0.82118684053421,0.191339626908302,0.873871207237244
"32","Congo (Brazzaville)",4.55867147445679,5356.17919921875,54.7894706726074,0.636860966682434,0.806351065635681,0.112148799002171,0.803959429264069
"33","Congo (Kinshasa)",4.24494600296021,749.390930175781,50.4256019592285,0.769605278968811,0.636904776096344,0.123985461890697,0.850198268890381
"34","Costa Rica",7.07165431976318,15382.701171875,69.6997146606445,0.901704072952271,0.90538102388382,0.274674296379089,0.760924518108368
"35","Croatia",5.3212103843689,21540.51171875,67.1917419433594,0.779965579509735,0.694128334522247,0.264014899730682,0.874756753444672
"36","Cyprus",5.76253366470337,31054.1796875,72.6089935302734,0.792133808135986,0.729775667190552,0.422272145748138,0.882088601589203
"37","Czech Republic",6.71090459823608,31521.6796875,70.8761215209961,0.914136350154877,0.830621242523193,0.206805914640427,0.884560942649841
"38","Denmark",7.55527782440186,45999.9609375,71.3122711181641,0.955462276935577,0.948895275592804,0.579054057598114,0.193662241101265
"39","Dominican Republic",5.30177211761475,14041.509765625,63.335277557373,0.894284009933472,0.860594034194946,0.230584472417831,0.751462996006012
"40","Ecuador",5.97318077087402,10432.0576171875,67.1464920043945,0.849092364311218,0.84197986125946,0.198478400707245,0.724856436252594
"41","Egypt",4.41917705535889,10306.1455078125,61.4129257202148,0.724412739276886,0.636678874492645,0.164250925183296,0.749844431877136
"42","El Salvador",6.16678094863892,7982.3203125,64.0954284667969,0.808451771736145,0.761672377586365,0.101884640753269,0.794663727283478
"43","Estonia",5.73922157287598,28311.201171875,67.1995620727539,0.931745052337646,0.839159548282623,0.232368931174278,0.625703632831573
"44","Ethiopia",4.35020351409912,1613.07739257812,56.2984657287598,0.693872034549713,0.754294395446777,0.220371320843697,0.677075564861298
"45","Finland",7.63210201263428,39674.87109375,71.5175018310547,0.956149339675903,0.94669371843338,0.421380996704102,0.221270054578781
"46","France",6.48931360244751,38136.87109375,72.5889358520508,0.904789924621582,0.811832785606384,0.273441076278687,0.622337937355042
"47","Gabon",4.75834655761719,16732.642578125,56.7120475769043,0.78101247549057,0.67386668920517,0.107504159212112,0.851480901241302
"48","Georgia",4.34049129486084,9296.5859375,64.2197570800781,0.547448337078094,0.689984619617462,0.0720060095191002,0.550256550312042
"49","Germany",6.96474742889404,44327.26171875,71.0791015625,0.908021032810211,0.867221891880035,0.558219730854034,0.430079072713852
"50","Ghana",4.65697288513184,4013.17309570312,54.6090621948242,0.671591341495514,0.793514251708984,0.277398496866226,0.893568754196167
"51","Greece",5.35786056518555,24405.501953125,71.6477432250977,0.796696245670319,0.484304934740067,0.0869945213198662,0.864572703838348
"52","Guatemala",6.38185262680054,7378.25146484375,63.14404296875,0.823568165302277,0.882483243942261,0.271144837141037,0.81630265712738
"53","Guinea",3.96410012245178,1809.50524902344,50.6505508422852,0.629381716251373,0.705858170986176,0.173848122358322,0.773457825183868
"54","Haiti",3.58195972442627,1648.78820800781,53.0969505310059,0.597163140773773,0.395070165395737,0.487097680568695,0.755475521087646
"55","Honduras",5.5040454864502,4389.61669921875,63.5844612121582,0.79803603887558,0.759944796562195,0.260578572750092,0.810827493667603
"56","Hong Kong S.A.R. of China",5.43042850494385,54695.32421875,NA,0.832682549953461,0.815122306346893,0.533378481864929,0.408689230680466
"57","Hungary",5.61998224258423,25794.560546875,67.0195388793945,0.878176927566528,0.59203964471817,0.186147883534431,0.905561029911041
"58","Iceland",7.49522590637207,44854.48046875,72.7559814453125,0.977497398853302,0.943218648433685,0.6848184466362,0.691877782344818
"59","India",4.18981218338013,6083.79345703125,59.2573738098145,0.610865712165833,0.827820241451263,0.246470808982849,0.774644315242767
"60","Indonesia",5.09257841110229,10768.4638671875,60.4364891052246,0.801868557929993,0.826849281787872,0.775615572929382,0.914106369018555
"61","Iran",4.70656204223633,17972.5234375,65.7357177734375,0.620776891708374,0.760562419891357,0.504222810268402,0.708027720451355
"62","Iraq",4.45563936233521,15371.86328125,60.8644371032715,0.702425718307495,0.629619598388672,0.278833270072937,0.77201634645462
"63","Ireland",6.97709512710571,62698.6328125,71.5751571655273,0.952267706394196,0.890615284442902,0.636513769626617,0.382129222154617
"64","Israel",7.18999862670898,32587.701171875,71.9549255371094,0.89108669757843,0.764510691165924,0.516909897327423,0.795871078968048
"65","Italy",6.00035524368286,34784.9375,73.7829360961914,0.918766438961029,0.61055451631546,0.326457053422928,0.894133627414703
"66","Ivory Coast",4.67120885848999,3407.88208007812,46.522590637207,0.661694645881653,0.766587436199188,0.160901173949242,0.756601631641388
"67","Jamaica",5.8897590637207,8315.400390625,65.8187942504883,0.915701866149902,0.858068525791168,0.156673923134804,0.888890027999878
"68","Japan",5.91503429412842,38311.95703125,75.0882415771484,0.90281069278717,0.839335978031158,0.245056107640266,0.670361459255219
"69","Jordan",5.16070222854614,8396.7236328125,64.2917861938477,0.822467088699341,0.767685294151306,0.20645546913147,NA
"70","Kazakhstan",5.79005336761475,23544.8359375,63.8649444580078,0.925234258174896,0.755724132061005,0.314800053834915,0.723837792873383
"71","Kenya",4.40970706939697,2923.28442382812,58.2969131469727,0.733782470226288,0.797864198684692,0.469630509614944,0.84487384557724
"72","Kosovo",5.66214895248413,9342.0732421875,NA,0.808084726333618,0.751152515411377,0.429290354251862,0.904268085956573
"73","Kuwait",6.08338689804077,68188.0703125,65.2445449829102,0.837385177612305,0.840411305427551,0.425504118204117,NA
"74","Kyrgyzstan",5.1307544708252,3287.85302734375,62.68017578125,0.884335458278656,0.828307032585144,0.368075966835022,0.882819533348083
"75","Laos",4.62314081192017,6054.56396484375,57.8695755004883,0.727889597415924,0.900917172431946,0.371115684509277,0.626053154468536
"76","Latvia",5.93308591842651,23955.35546875,65.109260559082,0.89983195066452,0.679467141628265,0.228871494531631,0.824202656745911
"77","Lebanon",5.198890209198,13289.3291015625,68.7156372070312,0.782185673713684,0.619498729705811,0.329722315073013,0.884623825550079
"78","Lesotho",3.80820488929749,2736.35498046875,46.4804000854492,0.802021265029907,0.729934275150299,0.0975478291511536,0.740821719169617
"79","Liberia",3.49537587165833,765.204711914062,52.3855781555176,0.656341314315796,0.726524651050568,0.140305057168007,0.891234457492828
"80","Libya",5.56573534011841,14198.62890625,61.3899879455566,0.857142567634583,0.79132354259491,0.245409578084946,0.67307585477829
"81","Lithuania",5.95188999176025,28023.640625,66.5154113769531,0.929589509963989,0.668457567691803,0.139114007353783,0.93492066860199
"82","Luxembourg",6.90994453430176,94730,72.2013092041016,0.926702618598938,0.905802071094513,0.496345549821854,0.354121446609497
"83","Macedonia",5.18480634689331,13069.50390625,65.7304306030273,0.811981856822968,0.70600026845932,0.307578921318054,0.849811911582947
"84","Madagascar",3.77362942695618,1393.37854003906,56.6400032043457,0.676454842090607,0.560127675533295,0.105848133563995,0.857063889503479
"85","Malawi",3.58676290512085,1090.67358398438,53.6189613342285,0.526804506778717,0.820440769195557,0.17348401248455,0.798514842987061
"86","Malaysia",6.32212114334106,25001.61328125,65.055305480957,0.819711863994598,0.673755049705505,0.574268162250519,0.837454676628113
"87","Mali",4.44701337814331,1967.69592285156,48.7782363891602,0.809471189975739,0.683123886585236,0.111183062195778,0.843466877937317
"88","Malta",6.62660932540894,35468.60546875,71.8295135498047,0.928674340248108,0.917005300521851,0.701128482818604,0.684073209762573
"89","Mauritania",4.35546255111694,3590.05102539062,53.1861457824707,0.81431257724762,0.482289999723434,0.147491633892059,0.774384140968323
"90","Mauritius",5.89146900177002,19892.650390625,65.5192718505859,0.872500658035278,0.865327894687653,0.451298952102661,0.85456383228302
"91","Mexico",6.48821020126343,16838.166015625,67.9359893798828,0.817257642745972,0.777239978313446,0.165230244398117,0.771834075450897
"92","Moldova",5.63972425460815,4943.08056640625,63.5156631469727,0.837060153484344,0.569458484649658,0.228209421038628,0.94605153799057
"93","Mongolia",5.12461614608765,11304.56640625,62.1037521362305,0.925548017024994,0.706538558006287,0.420851588249207,0.888112187385559
"94","Montenegro",5.34754848480225,15742.17578125,66.9461135864258,0.82835590839386,0.592260122299194,0.225287452340126,0.796306431293488
"95","Morocco",5.25371313095093,7318.48779296875,65.0490493774414,0.631378412246704,0.761203765869141,0.0355939976871014,0.809573471546173
"96","Mozambique",4.4166088104248,1133.26208496094,49.4286994934082,0.674101829528809,0.820715188980103,0.168333515524864,0.654548346996307
"97","Myanmar",4.30781412124634,5365.35107421875,57.5094184875488,0.785158336162567,0.861743927001953,0.89988648891449,0.617967665195465
"98","Namibia",4.44130611419678,9930.4638671875,55.4954261779785,0.829156398773193,0.81097948551178,0.0981812626123428,0.828175961971283
"99","Nepal",4.88044786453247,2352.201171875,60.947582244873,0.80744856595993,0.816732287406921,0.381380349397659,0.802883982658386
"100","Netherlands",7.44133853912354,47464.09375,71.6199951171875,0.91371077299118,0.910886883735657,0.65676873922348,0.402848541736603
"101","New Zealand",7.32376194000244,35220.62109375,71.5685501098633,0.959618747234344,0.936796426773071,0.682524621486664,0.228876605629921
"102","Nicaragua",6.14096641540527,5132.20703125,66.0216751098633,0.844738066196442,0.817247271537781,0.292489469051361,0.709488451480865
"103","Niger",4.16551637649536,914.879455566406,50.945011138916,0.659665584564209,0.702045142650604,0.107465870678425,0.764081835746765
"104","Nigeria",5.15535259246826,5487.1259765625,45.4964904785156,0.784353792667389,0.762667953968048,0.28479078412056,0.888043284416199
"105","North Cyprus",5.83482646942139,NA,NA,0.800413131713867,0.790459394454956,0.381759911775589,0.663229167461395
"106","Norway",7.59371471405029,64339.6796875,71.0865859985352,0.952147006988525,0.951561331748962,0.625536561012268,0.319610327482224
"107","Pakistan",5.47246551513672,4877.349609375,57.3316078186035,0.636363983154297,0.655409872531891,0.298179924488068,0.737520158290863
"108","Palestinian Territories",4.74330425262451,4722.74267578125,62.9549102783203,0.802767038345337,0.59805428981781,0.0860627666115761,0.805517613887787
"109","Panama",6.4300389289856,21353.220703125,67.8773574829102,0.893325924873352,0.876232862472534,0.271135360002518,0.830189526081085
"110","Paraguay",5.68056011199951,8754.5732421875,63.3518257141113,0.927525758743286,0.828851401805878,0.258835464715958,0.809968590736389
"111","Peru",5.66316890716553,12029.08203125,65.2094039916992,0.815927445888519,0.819967448711395,0.17581282556057,0.883582949638367
"112","Philippines",5.524094581604,7237.79296875,60.1298522949219,0.841832041740417,0.914903223514557,0.179394483566284,0.752503037452698
"113","Poland",6.12303113937378,26170.474609375,68.5707778930664,0.897184133529663,0.833217442035675,0.259615868330002,0.828770637512207
"114","Portugal",5.41037225723267,27196.4609375,71.80517578125,0.889680147171021,0.846935629844666,0.182340502738953,0.915970087051392
"115","Qatar",6.37452936172485,119749.484375,67.5375213623047,NA,NA,NA,NA
"116","Romania",5.94521188735962,21589.29296875,66.8570861816406,0.803612589836121,0.817901909351349,0.214329153299332,0.945374608039856
"117","Russia",5.80967092514038,24194.478515625,62.8329162597656,0.909935653209686,0.710038065910339,0.188827589154243,0.899817526340485
"118","Rwanda",3.40809178352356,1744.56262207031,56.5861206054688,0.671545028686523,0.909072160720825,0.193597957491875,0.12614694237709
"119","Saudi Arabia",6.37093830108643,50265.546875,63.9311637878418,0.849554538726807,0.802285313606262,0.29694277048111,NA
"120","Senegal",4.63109827041626,2379.00463867188,57.6300048828125,0.762184321880341,0.715303301811218,0.12219212949276,0.795054495334625
"121","Serbia",5.39818048477173,13730.0986328125,65.5536499023438,0.865078270435333,0.616313636302948,0.250889658927917,0.867465257644653
"122","Sierra Leone",4.57058620452881,1365.96960449219,43.9945259094238,0.637856841087341,0.672936916351318,0.235969975590706,0.848775863647461
"123","Singapore",6.34320116043091,81513.671875,75.720832824707,0.898546099662781,0.905234754085541,0.588738441467285,0.103113576769829
"124","Slovakia",6.17342233657837,29222.767578125,68.4231414794922,0.933639347553253,0.671541094779968,0.285165846347809,0.921140849590302
"125","Slovenia",5.94759750366211,30094.66796875,70.9432907104492,0.921112298965454,0.906563580036163,0.351247757673264,0.852600038051605
"126","Somalia",4.98153352737427,NA,47.626823425293,0.596474707126617,0.940793991088867,0.175083294510841,0.425927847623825
"127","South Africa",4.72399377822876,12278.787109375,54.3808059692383,0.881908178329468,0.808618485927582,0.194970846176147,0.843749582767487
"128","South Korea",5.87489604949951,35027.87890625,74.0416946411133,0.797612428665161,0.57957911491394,0.389888554811478,0.851699948310852
"129","South Sudan",3.25416207313538,1773.04382324219,49.5799903869629,0.5538050532341,0.468049556016922,0.255653291940689,0.751583516597748
"130","Spain",6.3098783493042,33327.6171875,74.3634872436523,0.933882892131805,0.75171959400177,0.33133590221405,0.810376465320587
"131","Sri Lanka",4.47059488296509,11438.8134765625,65.1422119140625,0.842643260955811,0.866356611251831,0.514083564281464,0.854016482830048
"132","Sudan",4.13867282867432,4188.333984375,53.820011138916,0.812276661396027,0.387828946113586,0.157809615135193,0.795744121074677
"133","Sweden",7.31452417373657,46637.54296875,72.7452697753906,0.919106185436249,0.928836584091187,0.580782294273376,0.239266380667686
"134","Switzerland",7.48731184005737,57333.109375,73.1737594604492,0.938522934913635,0.929152190685272,0.549966752529144,0.28824770450592
"135","Syria",3.4619128704071,NA,60.9545135498047,0.461512833833694,0.448427855968475,0.275650411844254,0.680255591869354
"136","Taiwan Province of China",6.44055986404419,NA,70.9799728393555,0.892336070537567,0.725405931472778,0.371283710002899,0.802928566932678
"137","Tajikistan",5.35252952575684,2750.9775390625,62.8121452331543,0.787322759628296,0.797693610191345,0.250162154436111,0.696459174156189
"138","Tanzania",3.30353617668152,2585.83642578125,55.9956512451172,0.710566341876984,0.778706789016724,0.333040565252304,0.7672358751297
"139","Thailand",6.07228755950928,15676.0625,66.2381362915039,0.884689092636108,0.910272240638733,0.617245137691498,0.892853379249573
"140","Togo",3.99850082397461,1380.09545898438,51.9545288085938,0.499363660812378,0.739340305328369,0.10930248349905,0.760809302330017
"141","Trinidad and Tobago",6.19185972213745,30450.720703125,61.7383117675781,0.915294170379639,0.857907116413116,0.371881812810898,0.912230610847473
"142","Tunisia",4.59236574172974,10792.4599609375,65.7219619750977,0.675955235958099,0.601712465286255,0.0859778746962547,0.830830931663513
"143","Turkey",5.48250246047974,23981.025390625,65.5740509033203,0.869648396968842,0.646940052509308,0.25163146853447,0.745847404003143
"144","Turkmenistan",5.63622236251831,15656.8193359375,60.2589645385742,0.931915938854218,0.724600851535797,0.361354798078537,NA
"145","Uganda",4.16077375411987,1686.41674804688,51.4536933898926,0.751009702682495,0.752453088760376,0.284946441650391,0.834780514240265
"146","Ukraine",4.10289907455444,7660.119140625,63.1707763671875,0.882854759693146,0.510923445224762,0.290620297193527,0.925533473491669
"147","United Arab Emirates",6.77406930923462,66759.9765625,68.4233245849609,0.834960520267487,0.937612771987915,0.606992125511169,NA
"148","United Kingdom",6.8143310546875,39195.5234375,71.7931671142578,0.942500650882721,0.82223516702652,0.674260973930359,0.44442492723465
"149","United States",6.88604021072388,53476.17578125,69.7709197998047,0.906464397907257,0.834553837776184,0.594430208206177,0.700341403484344
"150","Uruguay",6.37882614135742,20054.501953125,68.2482986450195,0.901662707328796,0.899777233600616,0.271785646677017,0.659914433956146
"151","Uzbekistan",6.09606838226318,6036.89794921875,63.0314865112305,0.952999770641327,0.983573198318481,0.4888776242733,0.469021022319794
"152","Venezuela",4.80555438995361,14686.4814453125,64.6749038696289,0.906002700328827,0.486134558916092,0.136016473174095,0.85134345293045
"153","Vietnam",5.10324621200562,5955.64501953125,66.0746612548828,0.863339364528656,0.894213020801544,0.251378029584885,0.799902260303497
"154","Yemen",3.35493779182434,2477.41845703125,54.7970809936523,0.743860483169556,0.579306423664093,0.0337171033024788,0.828243613243103
"155","Zambia",4.37713003158569,3652.4296875,53.2642631530762,0.733560264110565,0.796939313411713,0.283819615840912,0.795381128787994
"156","Zimbabwe",3.69228577613831,1890.14135742188,51.7967720031738,0.752728462219238,0.715668380260468,0.0946430116891861,0.764015972614288
